,0,1
0,-1.461417404757704,1.2203285259552799
1,0.7309951946895477,1.5481735563617414
2,0.7309951946895477,1.5481735563617414
3,1.0397397194473308,-0.8016506264599205
4,1.0397397194473308,-0.8016506264599205
5,-1.461417404757704,1.2203285259552799
6,-1.1526728799999209,-1.1294956568663819
7,-0.2953134805632764,-1.5633123678765573
8,-0.2953134805632764,-1.5633123678765573
9,2.374792919457938,-0.03998888504328354
10,1.5883545941261916,1.114356845351566
11,-1.939111205331667,0.024850073528467607
12,-1.939111205331667,0.024850073528467607
13,1.0397397194473308,-0.8016506264599205
