,0,1,2,3,4,5,6,7,8,9,10,11,12
2008,0.3466581923002772,0.278067618357818,0.30022326241016534,0.40300082556861916,0.3110500943379157,0.1517756713727381,0.1811344737850728,0.4432547006188417,0.18263719712814158,0.06867531998487891,-0.03668678142621479,0.0021960898561916007,0.015325111880410731
2009,0.1565001041936536,0.3884783595762146,0.37042749382684464,0.3411675932043591,0.1439409419805189,0.22980196465474917,0.2424059445601677,0.14541123864383523,0.43170528267422115,0.08802322024692495,0.02234712642697219,0.0033619388697778987,0.00043541426212964667
2010,0.25982932783480583,0.6868193542209606,0.283597333162944,0.2736377468979022,0.17271878849082092,0.17788127997698733,0.0964702211831871,0.15984223635823588,0.09829686388979071,0.08975278159607876,0.013311060650442642,0.01427156463841816,-0.021223914146397606
2011,0.3208788863476152,0.3910451541760217,0.2807267761105943,0.11277921060769912,0.2425730683807736,0.3740760596991353,0.20136565914825816,0.10153372055011137,0.14317622647510983,0.35267096145274135,0.03057413527315759,-0.001288871092634723,-0.0012218647517574525
2012,0.36973131356047556,0.2556852245115211,0.12425562937490219,0.4433303669198216,0.45171116369089276,0.15084707632043498,0.1929071747413915,0.15522159476038508,0.1767214502651505,0.10817599238785289,0.21828294291664252,0.01851560809253936,0.014105771491436775
2013,0.28710068722941423,0.20937987938191058,0.19124048180027214,0.22831774829662044,0.2800368873299608,0.6334631493047276,0.18181033394654364,0.10013091204073259,0.08721796801511932,0.0507016385797193,0.02198441017923835,-0.0010140120435259252,0.0024591099900181383
2014,0.6424107598802359,0.23674932822109448,0.2552089723263479,0.20836146217435203,0.24372997598789503,0.20372369161670267,0.15992057672237917,0.05999555223223222,0.025460352705958596,0.10925123842367182,0.019240850019360933,-0.06487251692172495,-0.0025536835204157133
2015,0.2442820771613142,0.34632031640155675,0.4470727478387929,0.19262006017144437,0.1948654633780479,0.23958207996003816,0.24479894306309746,0.35127641194514125,0.01524950399807561,0.06056716138411566,0.1703650561800454,-0.027312433128552364,-0.02330775430893755
2016,0.25327823078570705,0.2018120568993846,0.25202664447861167,0.20906570909816663,0.33083898755543506,0.27763889288790305,0.5172890263033475,0.16275610836134194,0.12536188591070338,0.10306342428357058,0.01743219190877738,0.01208921391612047,-0.01786894653553419
2017,0.2427303289770493,0.22773572995994418,0.7066690921268548,0.2196070045616744,0.21993749765541148,0.15703804090320125,0.1305701144198057,0.09146352684960983,0.10789538220031016,0.054336596393998876,-0.004916641834268772,0.009414398525458174,0.006674852815178058
2018,0.37611593128435294,0.5297512985891619,0.18985881094771184,0.22916876203465478,0.25134361643402653,0.22249017347884717,0.403318559870658,0.05078253641623045,0.11027721290610942,-0.03462487347774049,0.04009054767988046,-0.02156767748617605,0.06482851935665074
2019,0.24054815308809008,0.29503888224917335,0.3157554838396146,0.63459487610578,0.20144776570062142,0.241627607386324,0.15181903111566608,0.11442338724157124,0.07824301762687254,0.02329937632863494,-0.0048789056648876755,-0.001402455642735259,-0.004500465197787421
2020,0.5926398423671578,0.28276482209898635,0.23716933246991218,0.21357312015572688,0.1890924797709875,0.3049419413648541,0.16259232953692293,0.2755674236404486,0.1469030927341311,-0.009919688446049452,0.020723500874416552,0.12231550124807646,-0.004199525045920612
2021,0.24886290055946922,0.18806031505461132,0.2859404387665847,0.18952741647409546,0.6557292082494316,0.29182984665895884,0.19214989524537354,0.11520943771784677,0.04666800823590102,0.04650652034335537,-0.011770249916470556,-0.0006766243330076795,-0.0020676491500124417
